listing_id,description,room_type,price,nbhood_full,host_name,last_review
24428782,Quiet and Sunny room in the best part of Brooklyn,Private room,$60,"Brooklyn, Greenpoint",Yumiko,2019-07-05
24428965,Modern & Spacious Apartment in Central Harlem,entire home/apt,$165,"Manhattan, Harlem",Diane & Brice,2019-06-03
24430382,"HOTEL ROOM LIKE!!   WITH AFFORDABLE RATE!!  ""O""",Private room,$69,"Queens, Woodhaven",Viviana,2019-06-22
24430667,Spacious bedroom in Beautiful Prospect Lefferts,Private room,$100,"Brooklyn, Prospect-Lefferts Gardens",James,2019-06-23
24430682,Bedroom Casa Alvarez,Private room,$89,"Brooklyn, Williamsburg",Maria,2019-06-30
24432069,"Private bathroom with balcony,15mins to Manhattan",Private room,$80,"Queens, Sunnyside",Kaka,2019-06-19
24432539,"Front Big Private Room # 2, size 13x17, 3 Windows",Private room,$37,"Brooklyn, Cypress Hills",Masud,2019-06-15
24432685,New nice bedrooms in 2 bedroom apt. 1R,Private room,$40,"Brooklyn, East Flatbush",Gf,2019-06-21
24438437,Private Bedroom NYC 10 mins to Williamsburg,Private room,$60,"Queens, Ridgewood",Oscar,2019-01-02
24438564,Chic one Bedroom apartment NYC,Entire home/apt,$90,"Queens, Ridgewood",Oscar,2019-06-30
24441912,"Private basement suite on Striver's Row, Harlem",entire home/apt,$175,"Manhattan, Harlem",Jake,2019-07-05
24444586,Speakeasy Inn Bushwick Three,Private room,$50,"Brooklyn, Bushwick",Cristiano,2019-06-03
24445770,Cozy Comfort in the Heart of Greenpoint Brooklyn,Entire home/apt,$210,"Brooklyn, Greenpoint",Edyta,2019-06-03
24445876,Shoot. Film. Sleep. Unique Loft Space in Brooklyn.,Entire home/apt,$350,"Brooklyn, Bedford-Stuyvesant",Home Studios,2019-04-21
24449621,fifth ave,Entire home/apt,$300,"Manhattan, Midtown",Amit,2019-06-14
24452770,Cozy Brooklyn Studio with lots of light,Entire home/apt,$125,"Brooklyn, Boerum Hill",Armine,2019-01-02
24453838,Williamsburg Apartment with Panoramic View/Rooftop,Entire home/apt,$225,"Brooklyn, Williamsburg",Ulker,2019-06-29
24454114,Walter‚Äôs place,Private room,$90,"Queens, Flushing",Mia,2019-06-21
24455779,Chic & Cozy Brooklyn Apartment,PRIVATE ROOM,$65,"Brooklyn, Bushwick",Nichole,2019-07-06
24460450,The Cozy Apartment; limited time offer 10 off.,Entire home/apt,$125,"Brooklyn, Cypress Hills",Rhonda,2019-06-04
24465831,New Cozy Quite Studio with Huge Secluded Yard,Entire home/apt,$150,"Manhattan, Upper East Side",Allie,2019-05-24
24470373,Large Bedroom Apartment with a Private Bathroom,Entire home/apt,$299,"Manhattan, Upper East Side",Paul,2019-01-02
24472398,Sunny Apt/Park Slope Brooklyn 25 min. ride to city,Private room,$60,"Brooklyn, Gowanus",Chandtisse,2019-06-24
24472562,"Perfect home by Prospect Park ,Brooklyn",Private room,$59,"Brooklyn, Flatbush",Dana,2019-06-05
24473230,Beautifully designed + renovated 3 bedroom home,Entire home/apt,$250,"Brooklyn, Kensington",Shannon,2019-07-02
24473606,Perfect Sunny 1BR in the Treetops,entire home/apt,$185,"Manhattan, NoHo",Joe,2019-05-23
24474325,25 min to midtown  Manhattan with 7 train.,Private room,$60,"Queens, Woodside",Serdar,2019-06-02
24475318,Wall Street Luxuriuos apartment Financial District,Private room,$139,"Manhattan, Financial District",Tina,2019-07-07
24475331,New condo-City view-Balcony&elevator,Private room,$80,"Manhattan, Chinatown",Ha,2019-06-30
24476209,Inexpensive Private Room with NYC / SIUH Access #2,Private room,$33,"Staten Island, Arrochar",Amarjit S,2019-03-26
24477757,Large Private Room in a Magnificent Penthouse NYC2,PRIVATE ROOM,$89,"Manhattan, East Village",Tomás,2019-06-27
24479063,"HOTEL ROOM LIKE!!!  WITH AFFORDABLE RATE!!!    ""A""",Private room,$69,"Queens, Woodhaven",Viviana,2019-06-24
24489174,"Comfortable,Spacious,clean Private Room",private room,$68,"Manhattan, East Harlem",June,2019-06-23
24491178,SoHo 1 Bedroom,Entire home/apt,$185,"Manhattan, SoHo",John,2019-06-21
24491450,Greenpoint Delight,Entire home/apt,$100,"Brooklyn, Greenpoint",Caroline,2019-06-23
24491624,"43rd Street=TIME SQUARE
PRIVATE BEDROOM",Private room,$116,"Manhattan, Hell's Kitchen",Taz,2019-07-04
24492814,Cozy apartment in Williamsburg,Entire home/apt,$140,"Brooklyn, Williamsburg",Brad,2019-06-30
24493475,"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",Entire home/apt,$99,"Brooklyn, Bensonhurst",Chi,2019-04-13
24493940,Private Bedroom with En Suite Bath on Central Park,private room,$90,"Manhattan, Upper West Side",Keenan & Emily,2019-06-12
24495605,Brooklyn Art Residence,Entire home/apt,$200,"Brooklyn, Bushwick",Lara,2019-05-05
24497080,Corporate Studio Midtown East,entire home/apt,$125,"Manhattan, Midtown",Corporate Housing,2019-05-14
24497202,Brand New apt heart of Manhattan,ENTIRE HOME/APT,$125,"Manhattan, Kips Bay",Corporate Housing,2019-06-14
24497265,Brand New Executive Studio,Entire home/apt,$125,"Manhattan, Murray Hill",Corporate Housing,2019-05-31
24498097,Sweet Home Away From Home,Private room,$65,"Brooklyn, Sheepshead Bay",Natasha,2019-06-23
24498872,Charming Upper West Studio,Entire home/apt,$85,"Manhattan, Upper West Side",Jared,2019-05-14
24508874,"HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!   ""P""",PRIVATE ROOM,$89,"Queens, Woodhaven",Viviana,2019-06-22
24510046,NYC with a view,Entire home/apt,$300,"Manhattan, Hell's Kitchen",Chris,2019-05-19
24512493,"Private room at Roselle, in the Bronx",Private room,$65,"Bronx, Westchester Square",Massiel,2019-06-15
24515198,Sunny bedroom in a designer apartment,PRIVATE ROOM,$75,"Queens, Sunnyside",Swann,2019-07-03
24515524,Affordable Modern/Luxury 2 Bedroom Apt,ENTIRE HOME/APT,$145,"Brooklyn, Bedford-Stuyvesant",Gesner,2019-06-21
24520702,One Bedroom Apartment in Greenpoint,Entire home/apt,$200,"Brooklyn, Greenpoint",Lindsey,2019-05-12
24521630,THE PONDEROSA PALACE,Entire home/apt,$235,"Manhattan, Hell's Kitchen",B,2019-06-25
24524252,Private Modern Studio in heart of Flatbush,Entire home/apt,$75,"Brooklyn, Midwood",Ely,2019-05-27
24525249,Sunny Room in heart of hippest Manhattan 'hood,PRIVATE ROOM,$60,"Manhattan, Lower East Side",George,2019-06-16
24525290,Paradise in New York City,ENTIRE HOME/APT,$247,"Manhattan, Harlem",Shama,2019-07-06
24525356,Cozy Brooklyn Greenpoint Apt.15 min to Manhattan,entire home/apt,$295,"Brooklyn, Greenpoint",Alfredo,2019-07-06
24525886,Comfy Room with Private Insuite Bathroom,PRIVATE ROOM,$80,"Brooklyn, Bedford-Stuyvesant",Diana,2019-06-24
24526035,"HOTEL ROOM LIKE!!  WITH AFFORDABLE RATE!!   ""R""",Private room,$99,"Queens, Woodhaven",Viviana,2019-06-10
24535740,TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,Entire home/apt,"$1,000","Brooklyn, Williamsburg",David & Javier,2019-04-27
24537187,Sonder | The Biltmore | Quaint Studio + Rooftop,entire home/apt,$145,"Manhattan, Financial District",Sonder,2019-05-23
24537860,Sonder | Hanover Square | Modern 1BR + Rooftop,Entire home/apt,$209,"Manhattan, Financial District",Sonder,2019-04-30
24538208,Comfortable Studio Apt in Heart of East Village,Entire home/apt,$101,"Manhattan, East Village",Ben,2019-05-22
24539281,"43rd Street ‚ÄúTIME SQUARE‚Äù
Single bed.",Shared room,$65,"Manhattan, Hell's Kitchen",Taz,2019-06-23
24540842,High End Hilton Club in midtown Manhattan,Entire home/apt,$250,"Manhattan, Midtown",Armstrong,2019-04-17
24541125,98th St. FULL apt with positive energy!,Entire home/apt,$140,"Manhattan, East Harlem",Samara,2019-04-24
24541153,Summer escape in Brighton Beach,ENTIRE HOME/APT,$110,"Brooklyn, Brighton Beach",Elena,2019-05-17
24541262,Luxury apartment in the center of Manhattan,Entire home/apt,$200,"Manhattan, Murray Hill",Paul,2019-02-27
24541899,Clean and Comfortable Place to Rest in NYC!,Private room,$100,"Manhattan, Harlem",Mike,2019-06-22
24541992,Quaint Studio in FiDi by Sonder,entire home/apt,$175,"Manhattan, Financial District",Sonder,2019-05-05
24543645,The oriental room in Greenpoint mins to Manhattan,private room,$112,"Brooklyn, Greenpoint",Jimmy,2019-06-29
24545438,Private Room with En-Suite in Brooklyn Brownstone,Private room,$70,"Brooklyn, Crown Heights",Ian,2019-06-24
24553891,Enjoy all of Manhattan. Big Apple! A Mini-MOMA!,entire home/apt,$75,"Manhattan, Harlem",Shannon,2019-04-24
24556525,Sunny Artist's Bedroom in Bushwick.,Private room,$50,"Brooklyn, Bushwick",Teddy,2019-03-31
24556756,Anita‚Äôs Funky Master Bedroom on Ocean Parkway,private room,$62,"Brooklyn, Kensington",Anita,2019-07-05
24558491,"Sunny private room in Red Hook, Brooklyn",Private room,$52,"Brooklyn, Red Hook",Cristina,2019-06-08
24559347,Spacious and bright bedroom,private room,$45,"Manhattan, Washington Heights",Guilda,2019-01-09
24560314,Comfortable & Cozy Times Square Apt,Entire home/apt,$160,"Manhattan, Hell's Kitchen",Ben,2019-04-21
24560351,Brooklyn Apartment with Jaw-Dropping Rooftop,Entire home/apt,$162,"Brooklyn, Clinton Hill",Molly,2019-06-13
24560488,Heart of Soho! Cute studio with clean finishes!,Entire home/apt,$205,"Manhattan, SoHo",Ross,2019-07-01
24561950,Modern Apartment with wall-size windows,entire home/apt,$61,"Brooklyn, Flatbush",Van,2019-05-06
24562197,Cozy room in 2bd apartment in UES,Private room,$75,"Manhattan, Upper East Side",Ameer,2019-06-22
24562495,summer(AÂ•óÊàøÁßÅ‰∫´‰∏ÄÂ±Çclosed to JFK&LGA&Citi Field#parking,private room,$79,"Queens, Fresh Meadows",Chang,2019-07-07
24565942,"Nice, cozy and fresh shared male room on Manhattan",shared room,$32,"Manhattan, Lower East Side",Max,2019-04-10
24569072,Chateau Le Hamilton Heights,ENTIRE HOME/APT,$119,"Manhattan, Harlem",Benjamin,2019-04-02
24572398,"Sunny, Modern and Trendy Getaway Spot",Entire home/apt,$150,"Brooklyn, Williamsburg",Kirac,2019-05-20
24573069,Quiet apt in the middle of St Marks (East Village),Entire home/apt,$129,"Manhattan, East Village",Ahmad,2019-06-16
24573377,Inexpensive Private Room with NYC / SIUH Access #1,private room,$35,"Staten Island, Arrochar",Amarjit S,2019-06-10
24574987,Sunny bedroom at the heart of Harlem,Private room,$51,"Manhattan, East Harlem",Rebeca,2019-06-29
24575718,"15 min to NYC, beautiful bedroom 5 mins from LGA",private room,$78,"Queens, East Elmhurst",Pamela,2019-01-04
24580806,"Angie Suite  in the Heights
Se habla Espa√±ol",PRIVATE ROOM,$75,"Manhattan, Washington Heights",Angie,2019-06-07
24580838,Sunlit and Plant filled Williamsburg Railroad Apt,Entire home/apt,$128,"Brooklyn, Williamsburg",Pia,2019-05-28
24580943,"Sisters Suite in theHeights
Se habla Espa√±ol",Private room,$160,"Manhattan, Washington Heights",Angie,2019-06-25
24583029,"Cosy,Elegant 1 Bedroom Apartment in heart of UES!",Entire home/apt,$199,"Manhattan, Upper East Side",C-Van,2019-06-15
24583519,Wild West Retreat in The Heart of Brooklyn,PRIVATE ROOM,$100,"Brooklyn, Bedford-Stuyvesant",Izaac,2019-06-25
24583645,"Best Location, Cozy Modern Room in Midtown",entire home/apt,$170,"Manhattan, Midtown",Gareth,2019-06-30
24588491,"Brooklyn, New York",Entire home/apt,$99,"Brooklyn, Bedford-Stuyvesant",Felicia,2019-06-20
24592583,In the heart of the West Village- cute apartment!,Entire home/apt,$175,"Manhattan, West Village",Jennifer,2019-07-06
24593351,Beautiful Gut Renovated NYC 1 Bedroom LOFT,ENTIRE HOME/APT,$400,"Manhattan, Midtown",Rachael,2019-06-30
24594184,"Cozy Mott Haven-Steps from Subway, Total Privacy",ENTIRE HOME/APT,$125,"Bronx, Mott Haven",Samuel,2019-07-02
24594587,Great Small Room 15 Minutes From Time Square,Private room,$75,"Manhattan, Harlem",Emad,2019-07-07
24596296,Cozy Bed-Stuy Getaway!,private room,$46,"Brooklyn, Bedford-Stuyvesant",Karli,2019-03-16
24599215,3 bedrooms 2 baths Brooklyn Home 15m to Manhattan!,ENTIRE HOME/APT,$240,"Brooklyn, Bushwick",Shirley,2019-06-24
24599452,ELEXEY'S COMFORT.,Private room,$50,"Queens, St. Albans",Michelle,2019-06-24
24601752,"Heaven in New York, Natural Room",private room,$75,"Bronx, Edenwald",Cynthia,2019-05-20
24604281,THE COOLEST BEDROOM/APARTMENT IN HARLEM.,Private room,$80,"Manhattan, Harlem",Maxime C And Winie C,2019-06-13
24606241,Sunny & Beautiful 1br apt in heart of Lower East.,Entire home/apt,$150,"Manhattan, Lower East Side",Janey,2019-07-02
24606641,Classy Antique Private Bedroom 20-minutes to Ferry,Private room,$79,"Staten Island, Randall Manor",Thelma,2019-07-01
24607287,Spacious sunlit room in Astoria,Private room,$60,"Queens, Ditmars Steinway",Lucy,2019-01-01
24607535,Heart of long island City,Private room,$85,"Queens, Long Island City",Amira,2019-07-06
24607763,Cozy home,Entire home/apt,$200,"Brooklyn, Midwood",Freddy,2019-07-01
24608095,Clean and charming room for rent.,Private room,$40,"Queens, Rego Park",Nicole,2019-05-24
24608893,Huge light filled bedroom in trendy Williamsburg,Private room,$89,"Brooklyn, Williamsburg",Samia,2019-06-17
24609263,Beautiful 2bdr apt in Brooklyn near to everything.,Entire home/apt,$135,"Brooklyn, Fort Hamilton",Anna,2019-06-02
24609530,Modern and spacious 2 bedroom in Manhattan,entire home/apt,$260,"Manhattan, East Village",Erika,2019-05-25
24611661,BEAUTIFUL GREAT BEDROOM IN HARLEM,private room,$80,"Manhattan, Harlem",Maxime C And Winie C,2019-06-26
24614703,Charming Cozy 1 bed-room in the heart of Bed-Stuy,Entire home/apt,$130,"Brooklyn, Bedford-Stuyvesant",Betty,2019-06-08
24620408,"Perfect Location, surrounded with all your need",ENTIRE HOME/APT,$200,"Queens, Ridgewood",Night,2019-06-23
24621401,Charming Art Deco Apartment on Central Park,Entire home/apt,$139,"Manhattan, Upper West Side",Tony,2019-06-30
24622596,Two Bridges Private Escape,private room,$59,"Manhattan, Lower East Side",Marcel,2019-03-31
24624154,1 Bedroom Cozy Apartment,Entire home/apt,$75,"Staten Island, Great Kills",Maria,2019-02-11
24624171,Bushwick Brooklyn Private Apartment 15min. To NYC!,entire home/apt,$159,"Brooklyn, Bedford-Stuyvesant",Kamaran,2019-07-01
24626621,STUDIO.STYLE.BEDROOM+PRIVATE.BATHROOM+TOP.LOCATION,PRIVATE ROOM,$99,"Brooklyn, Crown Heights",Mateo,2019-07-04
24627128,Little Secret,private room,$112,"Manhattan, Upper West Side",Thomas,2019-07-07
24628788,White Cozy Studio Apartment in Brooklyn,Entire home/apt,$85,"Brooklyn, Midwood",Daria,2019-06-24
24629029,Cozy Astoria Room in 2br Apartment- Artists Space,Private room,$55,"Queens, Ditmars Steinway",Serdar,2019-07-04
24629830,Astoria- Boho style bedroom with skylight,Private room,$80,"Queens, Ditmars Steinway",Karina,2019-06-24
24630495,"Beautiful, spacious Upper West Side 1Br apartment",entire home/apt,$180,"Manhattan, Upper West Side",Gal,2019-06-16
24632399,New*full floor 3BR2bath SPACIOUS FAMILY WELCOME*,entire home/apt,$415,"Manhattan, Hell's Kitchen",Kj,2019-06-19
24632456,Beach Break - Your Rockaway Home by the Sea,Entire home/apt,$275,"Queens, Rockaway Beach",Riva,2019-07-01
24632516,Quiet Sunlit Bedroom w/ Private Bath in Brooklyn,private room,$115,"Brooklyn, Bushwick",Elissa,2019-07-04
24632590,"Apt near ferry,verrazano brdg, RUMC,buses NYC wifi",entire home/apt,$199,"Staten Island, Tompkinsville",Mostafa,2019-06-23
24632914,The Avalon,private room,$120,"Brooklyn, Brownsville",Joslyn And Pansy,2019-01-02
24633539,Private East Village Room With Great Light/Views,private room,$60,"Manhattan, East Village",Kara,2019-06-13
24633702,Midwood townhouse,PRIVATE ROOM,$58,"Brooklyn, Midwood",David,2019-05-27
24634657,Convenient and Relaxing,Private room,$45,"Queens, Ridgewood",Howard,2019-06-21
24635095,Traditional and cozy private room in best location,Private room,$110,"Manhattan, Hell's Kitchen",Andres,2019-07-01
24635562,"SUNNY HOMY ROOM CLOSE TO MANHATTAN,LGA/JFK AIRPORT",Private room,$60,"Queens, Ditmars Steinway",Miss. G.,2019-06-23
24645220,Private bedroom in two bedroom apartment Brooklyn,Private room,$62,"Brooklyn, Crown Heights",Toun,2019-06-03
24649878,NEAR COLUMBIA PRESBYTERIAN HOSP Students/Visitors,Private room,$50,"Manhattan, Washington Heights",Juliana,2019-05-19
24650448,Astoria bedroom with personality,Private room,$52,"Queens, Astoria",Alexandria,2019-06-25
24652644,Comfy Cozy - 12 Minutes from Manhattan,entire home/apt,$100,"Queens, Woodside",Raisa,2019-01-01
24652832,Bushwick Brownstone Penthouse,entire home/apt,$160,"Brooklyn, Bushwick",Dustin,2019-06-20
24653285,"Location, Location, Location! & A/C! :)",Private room,$65,"Brooklyn, Crown Heights",Donna,2019-06-10
24653322,Cozy Ridgewood Apartment,entire home/apt,$115,"Queens, Ridgewood",Lynn,2019-01-01
24654607,The East Village Home: The Cabin Room,PRIVATE ROOM,$95,"Manhattan, East Village",Roni,2019-06-22
24655093,Historic Harlem Townhome,Entire home/apt,$300,"Manhattan, Harlem",Karen,2019-04-30
24655787,NYC: Across from Central Park,private room,$69,"Manhattan, East Harlem",David,2019-06-23
24656086,Private 2 BR Mid-Century Modern Apt,entire home/apt,$169,"Brooklyn, Sunset Park",Muneeba,2019-06-23
24656108,Charming 2 Bedroom in the Heart of Williamsburg,entire home/apt,$134,"Brooklyn, Williamsburg",Daniel,2019-07-02
24656571,Shared Apartment 1 stop from Manhattan,shared room,$35,"Queens, Long Island City",Taylor,2019-05-16
24656728,Private room 1 block from Times Square/City Center,private room,$120,"Manhattan, Hell's Kitchen",Bryan,2019-06-07
24656865,"Comfortable Simplistic, 8th Av walk to destination",Entire home/apt,$140,"Manhattan, Harlem",Jazmin,2019-06-23
24659224,Private bed & bath in gorgeous midtown apartment,Private room,$139,"Manhattan, Hell's Kitchen",David,2019-06-27
24659877,Nice home in awesome Location,Private room,$80,"Manhattan, Upper West Side",Andrea,2019-06-15
24670583,Lovely Shared Space in the Bronx,Shared room,$40,"Bronx, Clason Point",Luis,2019-06-23
24670846,Brooklyn Home By The Pier,Entire home/apt,$91,"Brooklyn, Canarsie",Karen,2019-06-30
24670932,"Sunny, Spacious, & Clean East Village One-Bedroom!",Entire home/apt,$295,"Manhattan, East Village",Marie,2019-07-02
24673382,New York Home with a View,Private room,$76,"Manhattan, East Harlem",Fatimatou,2019-05-29
24673759,Williamsburg Pad,Entire home/apt,$400,"Brooklyn, Williamsburg",Vincent,2019-06-06
24674269,Brooklyn sleepytime art studio,Private room,$48,"Brooklyn, Bedford-Stuyvesant",Benjamin,2019-06-28
24677673,"Large, Private, Sunny Room 8 min to Subway -Harlem",Private room,$65,"Manhattan, East Harlem",Karen,2019-06-18
24677926,Stylish & Tranquil East Village Three Bedroom,ENTIRE HOME/APT,$650,"Manhattan, East Village",Eric,2019-05-17
24692025,Hermoso Penthouse con terraza privada.,private room,$55,"Queens, Woodside",Any,2019-06-17
24693488,Quiet cave crash spot (check in is at 10pm.),SHARED ROOM,$44,"Manhattan, Harlem",Tyni,2019-06-23
24694397,"Two Bedroom Apartment in Ridgewood, near the train",Entire home/apt,$200,"Queens, Ridgewood",Andrew,2019-05-31
24694832,Gorgeous apartment in Brooklyn,entire home/apt,$150,"Brooklyn, Crown Heights",Rochi,2019-07-07
24695406,Spacious Private Basement Apartment,ENTIRE HOME/APT,$100,"Bronx, Wakefield",Michael,2019-06-19
24699301,NYC HUB HOME: Train @ 900ft; midtown 30min!,Entire home/apt,$128,"Queens, Jamaica",Jeff,2019-05-05
24699402,9th Ave Apartment in the heart of Manhattan NYC!,entire home/apt,$200,"Manhattan, Hell's Kitchen",Clark,2019-07-03
24699629,Brooklyn Leisure Lounge,ENTIRE HOME/APT,$190,"Brooklyn, Bushwick",Matthew,2019-06-16
24699739,Sunny Room in Park Slope,Private room,$40,"Brooklyn, South Slope",Jason,2019-05-10
24700123,BRIGHT PRIVATE BEDROOM,Private room,$59,"Queens, Astoria",Lolita,2019-06-16
24700856,Flatbush pad Sleeps 6 MANHATTAN 30 min Away!,Entire home/apt,$599,"Brooklyn, Flatbush",Alejandro,2019-04-25
24700919,TIGER‚ÄôS REST,Entire home/apt,$125,"Brooklyn, Bushwick",Maria,2019-06-24
24700984,Contemporary Home in the Heart of Bed-Stuy,ENTIRE HOME/APT,$115,"Brooklyn, Bedford-Stuyvesant",Elissa,2019-01-30
24712037,Stylish Design Apartment in the Heart of Brooklyn,entire home/apt,$198,"Brooklyn, Bedford-Stuyvesant",Celia,2019-05-31
24713329,Cozy Hidden Gem Near All,ENTIRE HOME/APT,$78,"Brooklyn, Prospect-Lefferts Gardens",Sam,2019-06-13
24714137,Heart of Lower East Side,Entire home/apt,$160,"Manhattan, Lower East Side",Vito & Miriam,2019-07-05
24714364,Brooklyn ‚Äî The Perfect Air BnB Experience,Private room,$90,"Brooklyn, Bushwick",Jason,2019-05-12
24715620,Room B Close to NYU Langone H/Metro station,Private room,$43,"Brooklyn, Sunset Park",Jason,2019-05-28
24715821,Cozy and clean private room in  East Williamsburg,Private room,$60,"Brooklyn, Williamsburg",Gabriel,2019-03-16
24716751,A plus,Private room,$57,"Manhattan, Harlem",Ron,2019-07-01
24717470,Amazing Studio at the Time Square/52B,Entire home/apt,$120,"Manhattan, Hell's Kitchen",Irina,2019-06-30
24719244,Fort Greene Brownstone Apartment for 6,ENTIRE HOME/APT,$200,"Brooklyn, Fort Greene",Deborah,2019-05-27
24725794,"Cozy Basement Studio in the Heart of Harlem, NYC",Entire home/apt,$92,"Manhattan, Harlem",Brayan,2019-06-23
24727443,Charming Newly Renovated West Village Apartment,Entire home/apt,$200,"Manhattan, Greenwich Village",Leah,2019-07-01
24729353,Private Cozy Room on Thompson Street,Private room,$89,"Manhattan, Greenwich Village",Mickael,2019-06-23
24730752,MiniArtHotel|CentralParkUESManhattan|SingleCouple,Private room,$95,"Manhattan, Upper East Side",Ying,2019-06-14
24731641,SEMI STUDIO IN 2bdrm apt PRIVATE Bath,private room,$80,"Manhattan, Harlem",Mike&Mavi,2019-06-01
24732229,"HUGE 1,000 Sq Foot Apt in MANHATTAN by 1 train!!",Entire home/apt,$235,"Manhattan, Washington Heights",Pooja,2019-07-04
24733112,Large 2B/2B with Stunning Views & Balcony,ENTIRE HOME/APT,$400,"Manhattan, Upper West Side",Jasmine,2019-07-04
24733275,Financial District  Private Room,Private room,$130,"Manhattan, Financial District",Ned,2019-07-01
24734527,West Village 2 Bedroom with Private Roof Deck!,entire home/apt,$125,"Manhattan, West Village",Alan,2019-06-29
24735722,"Small Private Room # 1, single / Twin  bed.",PRIVATE ROOM,$35,"Brooklyn, Cypress Hills",Masud,2019-05-01
24736896,Cozy private bedroom downtown,PRIVATE ROOM,$97,"Manhattan, Two Bridges",Henry D,2019-06-21
24737425,Charming Lux. 1 bedroom in Williamsburg,Entire home/apt,$225,"Brooklyn, Williamsburg",Samantha,2019-06-23
24743196,"Private, Cozy & Fully Equipped Room /20 min to NYC",PRIVATE ROOM,$80,"Queens, Ridgewood",Eliana,2019-06-25
24748233,Spacious Modern Studio near Gramercy & Mad Sq Park,Entire home/apt,$175,"Manhattan, Kips Bay",Ben,2019-06-03
24749018,Brand new 2-bed in luxury full-service building,Entire home/apt,$250,"Brooklyn, Downtown Brooklyn",Sorel,2019-05-21
24750019,X-Large 1 Bedroom on McCarren Park,entire home/apt,$135,"Brooklyn, Greenpoint",Joshua,2019-06-16
24751067,"Spacious, Sunny, Exposed Brick Near Columbia Univ!",PRIVATE ROOM,$59,"Manhattan, Washington Heights",Ito,2019-05-20
24751420,Cozy and Spacious Studio in Columbus Circle,Entire home/apt,$180,"Manhattan, Hell's Kitchen",Joshua,2019-07-01
24752128,Cozy two bedroom apartment in the Upper East Side,Entire home/apt,$170,"Manhattan, Upper East Side",Alexandra,2019-06-14
24752747,Sonder | Hanover Square | Simple 1BR + Rooftop,entire home/apt,$182,"Manhattan, Financial District",Sonder,2019-04-01
24753221,Rare gem of an apartment in NYC.  So Spacious!,Private room,$65,"Manhattan, Washington Heights",Aaron,2019-06-19
24754074,"Luxury Brooklyn brownstone, modern with backyard",Entire home/apt,$450,"Brooklyn, Bedford-Stuyvesant",Andy,2019-01-01
24754245,Private room with lots of surprise,private room,$42,"Queens, Ridgewood",Howard,2019-06-23
24754459,Spacious Bedroom in Unique Williamsburg,PRIVATE ROOM,$79,"Brooklyn, Williamsburg",Alessandra,2019-06-30
24754942,Cozy apt in vibrant Brooklyn neighborhood,Entire home/apt,$80,"Brooklyn, Prospect-Lefferts Gardens",Maria,2019-02-10
24755230,West Village Walk-Up.,entire home/apt,$165,"Manhattan, West Village",Jacqueline,2019-03-20
24756139,Cool and cozy in Brooklyn,Private room,$50,"Brooklyn, Prospect-Lefferts Gardens",Aleksandra,2019-06-23
24756679,Light-Filled Studio Across From Prospect Park,Entire home/apt,$128,"Brooklyn, Prospect Heights",Erica,2019-06-30
24757612,Full apartment in Harlem,entire home/apt,$122,"Manhattan, Harlem",Anwar,2019-06-02
24757844,Sunlit Room with Kitchen near Manhattan and LGA,Private room,$46,"Queens, Woodside",Shoshana,2019-06-19
24757985,Cozy apartment perfect for families with kids,entire home/apt,$150,"Queens, Glendale",Kalani,2019-01-13
24758664,Dekalb Ave. #1L,entire home/apt,$105,"Brooklyn, Bushwick",Dena,2019-06-29
24760489,"Budget Friendly, Spacious Place 10 min to NYC",private room,$61,"Brooklyn, Greenpoint",Andrew,2019-06-11
24765844,‚ú¥SPACIOUS HOMEY‚ú¥ 2 BD Sleeps 6! Brooklyn NY,ENTIRE HOME/APT,$170,"Brooklyn, Williamsburg",Anthony,2019-07-02
24772376,Cozy private room  in Astoria,Private room,$85,"Queens, Ditmars Steinway",Deniz,2019-06-04
24772896,Quaint SoHo Home Away From Home in The Big Apple!,Entire home/apt,$210,"Manhattan, SoHo",Sue,2019-06-26
24774169,"1 Bedroom in Affluent, Serene Bronx Neighborhood",PRIVATE ROOM,$50,"Bronx, Fieldston",Rilen,2019-07-07
24776834,Stylish NYC Art Loft #2,PRIVATE ROOM,$80,"Manhattan, East Harlem",Dave,2019-07-01
24777535,Sunny Space in Sunnyside - 15 min to Times Square.,Private room,$50,"Queens, Sunnyside",Shaina,2019-01-04
24778075,Luxury Room in Peaceful Area 25 min to Time Square,Private room,$50,"Queens, Forest Hills",May,2019-06-30
24779801,Cozy large studio in a heart of West Village,Entire home/apt,$147,"Manhattan, Greenwich Village",Janna,2019-07-04
24782427,Speakeasy Inn Bushwick Four,Private room,$70,"Brooklyn, Bushwick",Cristiano,2019-06-19
24792114,Sunny apartment,Private room,$55,"Queens, Sunnyside",Juliana,2019-06-17
24793502,Conveniently located to  manhattan,Private room,$50,"Bronx, Throgs Neck",Edwin,2019-06-12
24795553,Posh Alcove Studio: Everything You Need For NYC!,entire home/apt,$200,"Manhattan, Kips Bay",Isabel,2019-07-05
24798693,Spacious  and Bright Studio in Hell‚Äôs Kitchen,Entire home/apt,$190,"Manhattan, Hell's Kitchen",Petr,2019-06-08
24798903,Greenhouse APT,Entire home/apt,$200,"Brooklyn, Williamsburg",Jery & Dave,2019-01-15
